batch_id,line_id,timestamp,shift,product_type,material_batch,operator_team,planned_units,actual_units,good_units,avg_temperature,avg_vibration,avg_pressure,avg_cycle_time,avg_energy_consumption
B2026020220_L2,L2,2026-02-02 20:00:00,Evening,SUV Frame,MAT-0202-L2,Team D,186,178,171,75.53,3.059,95.79,59.94,172.53
B2026020300_L2,L2,2026-02-03 00:00:00,Night,Battery Module,MAT-0203-L2,Team C,238,226,220,78.35,3.193,98.61,59.88,172.96
B2026020304_L2,L2,2026-02-03 04:00:00,Night,Battery Module,MAT-0203-L2,Team D,229,221,212,79.61,3.202,100.25,60.2,173.59
B2026020308_L2,L2,2026-02-03 08:00:00,Day,Battery Module,MAT-0203-L2,Team A,229,232,224,76.89,2.993,98.61,59.82,171.55
B2026020312_L2,L2,2026-02-03 12:00:00,Day,Battery Module,MAT-0203-L2,Team B,192,186,176,75.2,3.036,96.24,60.12,172.08
B2026020316_L2,L2,2026-02-03 16:00:00,Evening,Battery Module,MAT-0203-L2,Team C,185,172,169,74.9,3.149,94.69,59.55,171.86
B2026020320_L2,L2,2026-02-03 20:00:00,Evening,Battery Module,MAT-0203-L2,Team D,197,195,185,76.0,3.153,96.92,59.75,171.77
B2026020400_L2,L2,2026-02-04 00:00:00,Night,Steering Column,MAT-0204-L2,Team C,198,198,190,78.65,3.146,98.53,60.05,173.55
B2026020404_L2,L2,2026-02-04 04:00:00,Night,Steering Column,MAT-0204-L2,Team D,198,203,196,79.13,3.179,99.42,60.24,172.85
B2026020408_L2,L2,2026-02-04 08:00:00,Day,Steering Column,MAT-0204-L2,Team A,212,202,189,76.59,3.072,98.79,60.68,173.06
B2026020412_L2,L2,2026-02-04 12:00:00,Day,Steering Column,MAT-0204-L2,Team B,200,195,183,75.34,3.067,97.09,59.74,171.9
B2026020416_L2,L2,2026-02-04 16:00:00,Evening,Steering Column,MAT-0204-L2,Team C,216,204,197,75.09,3.093,95.82,60.08,172.09
B2026020420_L2,L2,2026-02-04 20:00:00,Evening,Steering Column,MAT-0204-L2,Team D,192,181,170,75.66,3.131,96.03,60.12,173.19
B2026020500_L2,L2,2026-02-05 00:00:00,Night,SUV Frame,MAT-0205-L2,Team C,232,228,222,78.46,3.271,98.5,60.24,173.32
B2026020504_L2,L2,2026-02-05 04:00:00,Night,SUV Frame,MAT-0205-L2,Team D,234,230,222,79.58,3.234,99.74,60.31,173.34
B2026020508_L2,L2,2026-02-05 08:00:00,Day,SUV Frame,MAT-0205-L2,Team A,207,201,194,76.9,3.131,98.62,59.9,172.39
B2026020512_L2,L2,2026-02-05 12:00:00,Day,SUV Frame,MAT-0205-L2,Team B,198,194,183,75.02,3.067,95.99,59.8,171.78
B2026020516_L2,L2,2026-02-05 16:00:00,Evening,SUV Frame,MAT-0205-L2,Team C,191,178,172,75.08,3.138,95.36,59.59,172.23
B2026020520_L2,L2,2026-02-05 20:00:00,Evening,SUV Frame,MAT-0205-L2,Team D,200,188,184,76.05,3.142,95.96,60.84,172.76
B2026020600_L2,L2,2026-02-06 00:00:00,Night,Battery Module,MAT-0206-L2,Team C,211,197,191,78.69,3.202,98.8,60.55,173.7
B2026020604_L2,L2,2026-02-06 04:00:00,Night,Battery Module,MAT-0206-L2,Team D,223,217,209,78.9,3.224,99.7,60.27,174.37
B2026020608_L2,L2,2026-02-06 08:00:00,Day,Battery Module,MAT-0206-L2,Team A,231,228,216,76.48,3.168,98.83,60.01,172.91
B2026020612_L2,L2,2026-02-06 12:00:00,Day,Battery Module,MAT-0206-L2,Team B,214,213,205,75.13,3.1,96.62,60.12,172.03
B2026020616_L2,L2,2026-02-06 16:00:00,Evening,Battery Module,MAT-0206-L2,Team C,219,212,206,75.11,3.146,94.83,60.19,172.51
B2026020620_L2,L2,2026-02-06 20:00:00,Evening,Battery Module,MAT-0206-L2,Team D,205,194,186,76.08,3.169,95.97,59.78,173.18
B2026020700_L2,L2,2026-02-07 00:00:00,Night,Steering Column,MAT-0207-L2,Team C,207,200,193,78.05,3.197,98.5,60.25,173.95
B2026020704_L2,L2,2026-02-07 04:00:00,Night,Steering Column,MAT-0207-L2,Team D,232,225,219,79.15,3.244,99.53,60.46,173.63
B2026020708_L2,L2,2026-02-07 08:00:00,Day,Steering Column,MAT-0207-L2,Team A,234,221,209,76.92,3.115,98.81,60.49,172.99
B2026020712_L2,L2,2026-02-07 12:00:00,Day,Steering Column,MAT-0207-L2,Team B,188,183,176,75.15,3.1,96.77,60.45,172.72
B2026020716_L2,L2,2026-02-07 16:00:00,Evening,Steering Column,MAT-0207-L2,Team C,183,170,158,75.16,3.24,94.66,60.43,173.06
B2026020720_L2,L2,2026-02-07 20:00:00,Evening,Steering Column,MAT-0207-L2,Team D,239,239,229,76.03,3.231,95.73,60.23,172.83
B2026020800_L2,L2,2026-02-08 00:00:00,Night,SUV Frame,MAT-0208-L2,Team C,203,196,191,77.81,3.217,98.11,59.96,173.51
B2026020804_L2,L2,2026-02-08 04:00:00,Night,SUV Frame,MAT-0208-L2,Team D,200,193,179,78.83,3.238,99.24,60.23,172.92
B2026020808_L2,L2,2026-02-08 08:00:00,Day,SUV Frame,MAT-0208-L2,Team A,239,228,222,77.18,3.121,98.72,61.15,173.64
B2026020812_L2,L2,2026-02-08 12:00:00,Day,SUV Frame,MAT-0208-L2,Team B,219,210,205,75.18,3.143,96.83,60.02,172.2
B2026020816_L2,L2,2026-02-08 16:00:00,Evening,SUV Frame,MAT-0208-L2,Team C,192,179,173,75.08,3.229,94.92,60.74,172.48
B2026020820_L2,L2,2026-02-08 20:00:00,Evening,SUV Frame,MAT-0208-L2,Team D,205,188,177,76.03,3.21,96.25,60.72,173.65
B2026020900_L2,L2,2026-02-09 00:00:00,Night,Battery Module,MAT-0209-L2,Team C,195,196,188,78.32,3.283,98.24,60.5,174.32
B2026020904_L2,L2,2026-02-09 04:00:00,Night,Battery Module,MAT-0209-L2,Team D,180,172,163,79.08,3.353,99.6,59.79,173.3
B2026020908_L2,L2,2026-02-09 08:00:00,Day,Battery Module,MAT-0209-L2,Team A,225,211,200,76.66,3.158,98.56,60.45,172.69
B2026020912_L2,L2,2026-02-09 12:00:00,Day,Battery Module,MAT-0209-L2,Team B,212,207,199,75.26,3.156,96.33,59.63,172.4
B2026020916_L2,L2,2026-02-09 16:00:00,Evening,Battery Module,MAT-0209-L2,Team C,196,188,177,75.48,3.206,94.96,60.5,173.13
B2026020920_L2,L2,2026-02-09 20:00:00,Evening,Battery Module,MAT-0209-L2,Team D,219,209,203,76.11,3.208,96.03,60.22,172.98
B2026021000_L2,L2,2026-02-10 00:00:00,Night,Steering Column,MAT-0210-L2,Team C,213,208,200,77.94,3.261,98.0,59.67,172.72
B2026021004_L2,L2,2026-02-10 04:00:00,Night,Steering Column,MAT-0210-L2,Team D,203,191,186,79.48,3.281,99.62,60.08,173.25
B2026021008_L2,L2,2026-02-10 08:00:00,Day,Steering Column,MAT-0210-L2,Team A,236,231,223,76.72,3.134,99.31,60.66,173.25
B2026021012_L2,L2,2026-02-10 12:00:00,Day,Steering Column,MAT-0210-L2,Team B,216,216,209,75.44,3.189,96.26,60.68,173.46
B2026021016_L2,L2,2026-02-10 16:00:00,Evening,Steering Column,MAT-0210-L2,Team C,198,195,185,75.36,3.227,94.82,59.85,172.81
B2026021020_L2,L2,2026-02-10 20:00:00,Evening,Steering Column,MAT-0210-L2,Team D,226,219,211,75.75,3.232,96.51,60.79,172.77
B2026021100_L2,L2,2026-02-11 00:00:00,Night,SUV Frame,MAT-0211-L2,Team C,187,175,165,78.27,3.35,98.15,60.65,174.04
B2026021104_L2,L2,2026-02-11 04:00:00,Night,SUV Frame,MAT-0211-L2,Team D,210,209,204,79.55,3.36,99.81,60.46,174.99
B2026021108_L2,L2,2026-02-11 08:00:00,Day,SUV Frame,MAT-0211-L2,Team A,198,180,172,77.15,3.226,98.85,60.17,173.18
B2026021112_L2,L2,2026-02-11 12:00:00,Day,SUV Frame,MAT-0211-L2,Team B,237,232,228,75.46,3.181,96.29,60.75,172.78
B2026021116_L2,L2,2026-02-11 16:00:00,Evening,SUV Frame,MAT-0211-L2,Team C,193,179,172,75.42,3.306,95.17,60.25,173.02
B2026021120_L2,L2,2026-02-11 20:00:00,Evening,SUV Frame,MAT-0211-L2,Team D,197,193,180,75.87,3.269,95.98,60.85,174.32
B2026021200_L2,L2,2026-02-12 00:00:00,Night,Battery Module,MAT-0212-L2,Team C,210,212,207,78.42,3.356,98.13,60.27,174.2
B2026021204_L2,L2,2026-02-12 04:00:00,Night,Battery Module,MAT-0212-L2,Team D,221,219,211,79.16,3.363,99.44,60.47,174.1
B2026021208_L2,L2,2026-02-12 08:00:00,Day,Battery Module,MAT-0212-L2,Team A,199,196,185,76.9,3.198,98.82,60.41,173.1
B2026021212_L2,L2,2026-02-12 12:00:00,Day,Battery Module,MAT-0212-L2,Team B,220,221,209,75.48,3.207,96.47,60.98,173.35
B2026021216_L2,L2,2026-02-12 16:00:00,Evening,Battery Module,MAT-0212-L2,Team C,198,195,187,75.33,3.307,95.17,60.56,173.1
B2026021220_L2,L2,2026-02-12 20:00:00,Evening,Battery Module,MAT-0212-L2,Team D,188,183,178,75.97,3.351,96.28,60.38,173.37
B2026021300_L2,L2,2026-02-13 00:00:00,Night,Steering Column,MAT-0213-L2,Team C,184,185,174,78.42,3.361,97.93,59.95,174.28
B2026021304_L2,L2,2026-02-13 04:00:00,Night,Steering Column,MAT-0213-L2,Team D,230,222,207,79.08,3.376,99.16,60.52,174.38
B2026021308_L2,L2,2026-02-13 08:00:00,Day,Steering Column,MAT-0213-L2,Team A,228,221,218,76.9,3.222,98.12,60.69,173.57
B2026021312_L2,L2,2026-02-13 12:00:00,Day,Steering Column,MAT-0213-L2,Team B,199,188,178,75.56,3.274,96.36,60.45,173.69
B2026021316_L2,L2,2026-02-13 16:00:00,Evening,Steering Column,MAT-0213-L2,Team C,214,200,191,75.32,3.296,95.16,60.52,172.73
B2026021320_L2,L2,2026-02-13 20:00:00,Evening,Steering Column,MAT-0213-L2,Team D,224,216,206,76.09,3.321,95.61,60.37,173.78
B2026021400_L2,L2,2026-02-14 00:00:00,Night,SUV Frame,MAT-0214-L2,Team C,229,226,220,78.52,3.349,97.95,60.63,174.73
B2026021404_L2,L2,2026-02-14 04:00:00,Night,SUV Frame,MAT-0214-L2,Team D,230,230,220,79.68,3.395,99.82,60.96,174.23
B2026021408_L2,L2,2026-02-14 08:00:00,Day,SUV Frame,MAT-0214-L2,Team A,228,227,223,76.84,3.258,98.4,60.72,173.83
B2026021412_L2,L2,2026-02-14 12:00:00,Day,SUV Frame,MAT-0214-L2,Team B,187,187,181,75.54,3.265,96.32,61.22,173.76
B2026021416_L2,L2,2026-02-14 16:00:00,Evening,SUV Frame,MAT-0214-L2,Team C,238,232,223,75.2,3.361,94.86,60.12,173.36
B2026021420_L2,L2,2026-02-14 20:00:00,Evening,SUV Frame,MAT-0214-L2,Team D,236,231,226,75.95,3.327,95.75,60.2,172.98
B2026021500_L2,L2,2026-02-15 00:00:00,Night,Battery Module,MAT-0215-L2,Team C,221,214,210,78.08,3.433,98.23,60.15,174.41
B2026021504_L2,L2,2026-02-15 04:00:00,Night,Battery Module,MAT-0215-L2,Team D,195,187,178,79.25,3.401,99.12,60.82,174.46
B2026021508_L2,L2,2026-02-15 08:00:00,Day,Battery Module,MAT-0215-L2,Team A,214,209,199,76.85,3.217,98.7,61.28,174.05
B2026021512_L2,L2,2026-02-15 12:00:00,Day,Battery Module,MAT-0215-L2,Team B,217,217,208,75.63,3.273,96.41,60.93,173.47
B2026021516_L2,L2,2026-02-15 16:00:00,Evening,Battery Module,MAT-0215-L2,Team C,238,231,223,75.02,3.346,94.89,60.73,172.47
B2026021520_L2,L2,2026-02-15 20:00:00,Evening,Battery Module,MAT-0215-L2,Team D,226,216,206,75.6,3.342,95.91,61.51,174.32
B2026021600_L2,L2,2026-02-16 00:00:00,Night,Steering Column,MAT-0216-L2,Team C,209,198,182,78.12,3.427,98.25,60.82,174.16
B2026021604_L2,L2,2026-02-16 04:00:00,Night,Steering Column,MAT-0216-L2,Team D,188,182,172,79.29,3.435,99.08,60.75,175.0
B2026021608_L2,L2,2026-02-16 08:00:00,Day,Steering Column,MAT-0216-L2,Team A,225,231,225,76.79,3.294,98.59,60.57,173.09
B2026021612_L2,L2,2026-02-16 12:00:00,Day,Steering Column,MAT-0216-L2,Team B,223,205,194,75.42,3.287,96.08,61.85,174.04
B2026021616_L2,L2,2026-02-16 16:00:00,Evening,Steering Column,MAT-0216-L2,Team C,193,182,175,75.32,3.355,94.81,60.36,172.77
B2026021620_L2,L2,2026-02-16 20:00:00,Evening,Steering Column,MAT-0216-L2,Team D,215,204,190,76.0,3.376,96.32,60.51,173.39
B2026021700_L2,L2,2026-02-17 00:00:00,Night,SUV Frame,MAT-0217-L2,Team C,200,203,196,77.78,3.415,97.98,60.63,174.14
B2026021704_L2,L2,2026-02-17 04:00:00,Night,SUV Frame,MAT-0217-L2,Team D,190,185,173,79.24,3.407,99.63,60.63,174.25
B2026021708_L2,L2,2026-02-17 08:00:00,Day,SUV Frame,MAT-0217-L2,Team A,217,206,191,77.1,3.303,98.39,60.9,173.45
B2026021712_L2,L2,2026-02-17 12:00:00,Day,SUV Frame,MAT-0217-L2,Team B,191,190,179,75.23,3.296,96.61,60.77,173.34
B2026021716_L2,L2,2026-02-17 16:00:00,Evening,SUV Frame,MAT-0217-L2,Team C,206,207,198,75.15,3.438,95.07,60.86,173.6
B2026021720_L2,L2,2026-02-17 20:00:00,Evening,SUV Frame,MAT-0217-L2,Team D,227,225,216,76.02,3.368,96.05,61.07,173.52
B2026021800_L2,L2,2026-02-18 00:00:00,Night,Battery Module,MAT-0218-L2,Team C,206,194,185,78.16,3.501,97.85,60.84,174.86
B2026021804_L2,L2,2026-02-18 04:00:00,Night,Battery Module,MAT-0218-L2,Team D,186,177,171,79.03,3.486,99.26,61.28,175.02
B2026021808_L2,L2,2026-02-18 08:00:00,Day,Battery Module,MAT-0218-L2,Team A,182,176,163,76.96,3.353,98.88,60.52,174.17
B2026021812_L2,L2,2026-02-18 12:00:00,Day,Battery Module,MAT-0218-L2,Team B,220,209,202,75.24,3.329,95.98,60.9,172.57
B2026021816_L2,L2,2026-02-18 16:00:00,Evening,Battery Module,MAT-0218-L2,Team C,206,201,188,75.05,3.376,94.67,61.4,173.73
B2026021820_L2,L2,2026-02-18 20:00:00,Evening,Battery Module,MAT-0218-L2,Team D,191,191,181,75.91,3.423,95.6,61.0,173.91
B2026021900_L2,L2,2026-02-19 00:00:00,Night,Steering Column,MAT-0219-L2,Team C,239,228,223,78.13,3.549,97.95,60.59,173.88
B2026021904_L2,L2,2026-02-19 04:00:00,Night,Steering Column,MAT-0219-L2,Team D,183,171,159,79.51,3.488,99.46,60.97,174.84
B2026021908_L2,L2,2026-02-19 08:00:00,Day,Steering Column,MAT-0219-L2,Team A,217,212,199,77.13,3.352,98.85,61.04,174.49
B2026021912_L2,L2,2026-02-19 12:00:00,Day,Steering Column,MAT-0219-L2,Team B,212,200,192,75.24,3.384,96.43,60.73,173.13
B2026021916_L2,L2,2026-02-19 16:00:00,Evening,Steering Column,MAT-0219-L2,Team C,233,214,207,75.19,3.411,94.66,61.42,173.55
B2026021920_L2,L2,2026-02-19 20:00:00,Evening,Steering Column,MAT-0219-L2,Team D,202,202,192,75.65,3.328,95.48,60.43,172.84
B2026022000_L2,L2,2026-02-20 00:00:00,Night,SUV Frame,MAT-0220-L2,Team C,180,174,162,78.32,3.539,97.71,60.47,174.83
B2026022004_L2,L2,2026-02-20 04:00:00,Night,SUV Frame,MAT-0220-L2,Team D,225,219,209,78.76,3.508,99.8,60.97,174.83
B2026022008_L2,L2,2026-02-20 08:00:00,Day,SUV Frame,MAT-0220-L2,Team A,234,228,219,77.02,3.33,98.22,60.7,173.43
B2026022012_L2,L2,2026-02-20 12:00:00,Day,SUV Frame,MAT-0220-L2,Team B,183,173,165,75.62,3.397,96.08,60.72,173.3
B2026022016_L2,L2,2026-02-20 16:00:00,Evening,SUV Frame,MAT-0220-L2,Team C,187,184,173,75.04,3.472,95.12,61.36,174.63
B2026022020_L2,L2,2026-02-20 20:00:00,Evening,SUV Frame,MAT-0220-L2,Team D,206,194,186,76.01,3.472,95.82,60.41,173.79
B2026022100_L2,L2,2026-02-21 00:00:00,Night,Battery Module,MAT-0221-L2,Team C,210,204,193,78.0,3.546,97.73,60.99,174.59
B2026022104_L2,L2,2026-02-21 04:00:00,Night,Battery Module,MAT-0221-L2,Team D,196,183,179,79.35,3.595,99.5,60.86,174.49
B2026022108_L2,L2,2026-02-21 08:00:00,Day,Battery Module,MAT-0221-L2,Team A,229,224,218,76.85,3.343,98.62,60.96,174.27
B2026022112_L2,L2,2026-02-21 12:00:00,Day,Battery Module,MAT-0221-L2,Team B,193,184,175,75.19,3.399,96.17,61.18,174.87
B2026022116_L2,L2,2026-02-21 16:00:00,Evening,Battery Module,MAT-0221-L2,Team C,220,211,204,75.14,3.51,95.13,60.69,173.54
B2026022120_L2,L2,2026-02-21 20:00:00,Evening,Battery Module,MAT-0221-L2,Team D,223,218,206,76.14,3.469,95.62,61.6,174.46
B2026022200_L2,L2,2026-02-22 00:00:00,Night,Steering Column,MAT-0222-L2,Team C,223,219,215,78.35,3.521,98.26,60.96,174.71
B2026022204_L2,L2,2026-02-22 04:00:00,Night,Steering Column,MAT-0222-L2,Team D,189,180,169,79.24,3.609,99.66,61.01,175.84
B2026022208_L2,L2,2026-02-22 08:00:00,Day,Steering Column,MAT-0222-L2,Team A,185,175,161,76.71,3.398,98.34,60.81,174.13
B2026022212_L2,L2,2026-02-22 12:00:00,Day,Steering Column,MAT-0222-L2,Team B,180,177,169,74.95,3.406,97.0,61.57,173.2
B2026022216_L2,L2,2026-02-22 16:00:00,Evening,Steering Column,MAT-0222-L2,Team C,202,188,178,75.38,3.493,95.11,60.92,173.66
B2026022220_L2,L2,2026-02-22 20:00:00,Evening,Steering Column,MAT-0222-L2,Team D,236,220,209,75.84,3.489,95.69,60.56,173.26
B2026022300_L2,L2,2026-02-23 00:00:00,Night,SUV Frame,MAT-0223-L2,Team C,191,183,172,78.46,3.593,98.05,61.75,175.73
B2026022304_L2,L2,2026-02-23 04:00:00,Night,SUV Frame,MAT-0223-L2,Team D,214,215,208,79.12,3.678,98.99,61.01,175.63
B2026022308_L2,L2,2026-02-23 08:00:00,Day,SUV Frame,MAT-0223-L2,Team A,229,209,196,76.74,3.432,98.63,61.15,174.05
B2026022312_L2,L2,2026-02-23 12:00:00,Day,SUV Frame,MAT-0223-L2,Team B,212,211,205,75.59,3.43,95.83,61.37,174.66
B2026022316_L2,L2,2026-02-23 16:00:00,Evening,SUV Frame,MAT-0223-L2,Team C,239,228,216,75.59,3.498,94.68,61.36,174.36
B2026022320_L2,L2,2026-02-23 20:00:00,Evening,SUV Frame,MAT-0223-L2,Team D,214,202,197,75.77,3.51,95.89,61.6,173.93
B2026022400_L2,L2,2026-02-24 00:00:00,Night,Battery Module,MAT-0224-L2,Team C,222,219,205,78.21,3.628,98.14,62.03,175.71
B2026022404_L2,L2,2026-02-24 04:00:00,Night,Battery Module,MAT-0224-L2,Team D,188,176,170,79.54,3.596,99.51,61.76,175.92
B2026022408_L2,L2,2026-02-24 08:00:00,Day,Battery Module,MAT-0224-L2,Team A,188,187,179,76.94,3.442,98.8,61.56,174.08
B2026022412_L2,L2,2026-02-24 12:00:00,Day,Battery Module,MAT-0224-L2,Team B,205,197,190,75.24,3.392,96.16,61.08,173.71
B2026022416_L2,L2,2026-02-24 16:00:00,Evening,Battery Module,MAT-0224-L2,Team C,207,197,188,75.29,3.535,94.62,61.53,174.26
B2026022420_L2,L2,2026-02-24 20:00:00,Evening,Battery Module,MAT-0224-L2,Team D,217,212,203,75.74,3.554,95.68,61.49,174.98
B2026022500_L2,L2,2026-02-25 00:00:00,Night,Steering Column,MAT-0225-L2,Team C,213,202,190,78.28,3.625,97.77,61.22,175.57
B2026022504_L2,L2,2026-02-25 04:00:00,Night,Steering Column,MAT-0225-L2,Team D,226,219,207,79.3,3.612,99.68,61.94,175.67
B2026022508_L2,L2,2026-02-25 08:00:00,Day,Steering Column,MAT-0225-L2,Team A,231,226,216,76.54,3.476,98.82,60.75,174.09
B2026022512_L2,L2,2026-02-25 12:00:00,Day,Steering Column,MAT-0225-L2,Team B,192,183,177,75.09,3.532,96.01,61.83,174.52
B2026022516_L2,L2,2026-02-25 16:00:00,Evening,Steering Column,MAT-0225-L2,Team C,222,212,201,74.9,3.606,94.24,61.22,173.71
B2026022520_L2,L2,2026-02-25 20:00:00,Evening,Steering Column,MAT-0225-L2,Team D,194,187,176,75.6,3.527,96.17,61.38,174.44
B2026022600_L2,L2,2026-02-26 00:00:00,Night,SUV Frame,MAT-0226-L2,Team C,199,187,180,78.68,3.654,98.37,60.99,175.45
B2026022604_L2,L2,2026-02-26 04:00:00,Night,SUV Frame,MAT-0226-L2,Team D,226,217,207,78.89,3.674,99.58,61.7,176.62
B2026022608_L2,L2,2026-02-26 08:00:00,Day,SUV Frame,MAT-0226-L2,Team A,194,190,181,77.05,3.521,98.3,61.7,175.28
B2026022612_L2,L2,2026-02-26 12:00:00,Day,SUV Frame,MAT-0226-L2,Team B,204,205,191,75.3,3.474,96.01,61.63,174.42
B2026022616_L2,L2,2026-02-26 16:00:00,Evening,SUV Frame,MAT-0226-L2,Team C,204,195,187,75.33,3.576,95.05,61.25,173.36
B2026022620_L2,L2,2026-02-26 20:00:00,Evening,SUV Frame,MAT-0226-L2,Team D,230,216,208,75.7,3.592,95.32,62.15,174.63
B2026022700_L2,L2,2026-02-27 00:00:00,Night,Battery Module,MAT-0227-L2,Team C,189,180,172,77.94,3.665,97.78,61.49,175.3
B2026022704_L2,L2,2026-02-27 04:00:00,Night,Battery Module,MAT-0227-L2,Team D,231,235,224,79.42,3.657,99.62,61.57,175.84
B2026022708_L2,L2,2026-02-27 08:00:00,Day,Battery Module,MAT-0227-L2,Team A,223,213,206,77.07,3.512,98.52,61.85,175.06
B2026022712_L2,L2,2026-02-27 12:00:00,Day,Battery Module,MAT-0227-L2,Team B,199,185,177,75.22,3.527,96.67,61.52,174.17
B2026022716_L2,L2,2026-02-27 16:00:00,Evening,Battery Module,MAT-0227-L2,Team C,195,182,177,75.32,3.645,94.51,61.71,174.73
B2026022720_L2,L2,2026-02-27 20:00:00,Evening,Battery Module,MAT-0227-L2,Team D,224,218,206,76.4,3.599,95.5,61.34,175.03
B2026022800_L2,L2,2026-02-28 00:00:00,Night,Steering Column,MAT-0228-L2,Team C,185,179,171,78.38,3.669,97.87,61.47,175.78
B2026022804_L2,L2,2026-02-28 04:00:00,Night,Steering Column,MAT-0228-L2,Team D,234,223,216,79.37,3.664,99.38,61.08,175.57
B2026022808_L2,L2,2026-02-28 08:00:00,Day,Steering Column,MAT-0228-L2,Team A,194,182,176,76.91,3.5,98.16,61.54,174.3
B2026022812_L2,L2,2026-02-28 12:00:00,Day,Steering Column,MAT-0228-L2,Team B,194,178,166,75.31,3.553,95.66,61.56,173.63
B2026022816_L2,L2,2026-02-28 16:00:00,Evening,Steering Column,MAT-0228-L2,Team C,223,208,202,75.28,3.585,95.2,61.54,174.25
B2026022820_L2,L2,2026-02-28 20:00:00,Evening,Steering Column,MAT-0228-L2,Team D,236,227,217,75.63,3.634,95.57,61.34,173.83
B2026030100_L2,L2,2026-03-01 00:00:00,Night,Steering Column,MAT-0301-L2,Team C,207,202,189,78.21,3.649,97.69,61.86,175.92
B2026030104_L2,L2,2026-03-01 04:00:00,Night,Steering Column,MAT-0301-L2,Team D,207,192,179,79.61,3.702,99.38,61.42,175.75
B2026030108_L2,L2,2026-03-01 08:00:00,Day,Steering Column,MAT-0301-L2,Team A,188,178,169,76.7,3.557,98.39,61.56,174.7
B2026030112_L2,L2,2026-03-01 12:00:00,Day,Steering Column,MAT-0301-L2,Team B,203,193,181,74.98,3.567,95.89,61.42,173.67
B2026030116_L2,L2,2026-03-01 16:00:00,Evening,Steering Column,MAT-0301-L2,Team C,214,198,188,75.61,3.602,94.42,61.57,174.38
B2026030120_L2,L2,2026-03-01 20:00:00,Evening,Steering Column,MAT-0301-L2,Team D,194,179,173,75.79,3.666,95.37,61.65,174.99
B2026010100_L3,L3,2026-01-01 00:00:00,Night,SUV Frame,MAT-0101-L3,Team D,219,212,204,77.24,2.805,99.67,59.67,171.97
B2026010104_L3,L3,2026-01-01 04:00:00,Night,SUV Frame,MAT-0101-L3,Team A,224,217,210,78.64,2.729,101.35,59.06,171.2
B2026010108_L3,L3,2026-01-01 08:00:00,Day,SUV Frame,MAT-0101-L3,Team B,211,209,200,76.17,2.698,100.06,58.71,170.15
B2026010112_L3,L3,2026-01-01 12:00:00,Day,SUV Frame,MAT-0101-L3,Team C,216,214,208,73.93,2.625,98.27,58.19,170.07
B2026010116_L3,L3,2026-01-01 16:00:00,Evening,SUV Frame,MAT-0101-L3,Team D,234,228,221,74.32,2.711,96.23,58.86,170.17
B2026010120_L3,L3,2026-01-01 20:00:00,Evening,SUV Frame,MAT-0101-L3,Team A,238,226,221,75.1,2.708,96.98,58.38,170.27
B2026010200_L3,L3,2026-01-02 00:00:00,Night,Battery Module,MAT-0102-L3,Team D,191,189,176,77.21,2.821,99.52,58.76,171.14
B2026010204_L3,L3,2026-01-02 04:00:00,Night,Battery Module,MAT-0102-L3,Team A,194,191,183,78.61,2.788,100.76,58.57,170.85
B2026010208_L3,L3,2026-01-02 08:00:00,Day,Battery Module,MAT-0102-L3,Team B,193,182,174,75.91,2.656,100.03,58.79,170.69
B2026010212_L3,L3,2026-01-02 12:00:00,Day,Battery Module,MAT-0102-L3,Team C,191,177,167,74.25,2.633,97.7,58.66,169.84
B2026010216_L3,L3,2026-01-02 16:00:00,Evening,Battery Module,MAT-0102-L3,Team D,185,184,177,74.43,2.76,96.22,58.64,170.51
B2026010220_L3,L3,2026-01-02 20:00:00,Evening,Battery Module,MAT-0102-L3,Team A,208,204,195,75.18,2.761,97.37,58.87,170.12
B2026010300_L3,L3,2026-01-03 00:00:00,Night,Steering Column,MAT-0103-L3,Team D,190,186,179,77.6,2.787,99.6,58.84,171.27
B2026010304_L3,L3,2026-01-03 04:00:00,Night,Steering Column,MAT-0103-L3,Team A,239,233,224,78.03,2.819,100.92,58.35,171.07
B2026010308_L3,L3,2026-01-03 08:00:00,Day,Steering Column,MAT-0103-L3,Team B,229,223,209,76.04,2.705,100.13,59.1,170.24
B2026010312_L3,L3,2026-01-03 12:00:00,Day,Steering Column,MAT-0103-L3,Team C,180,173,164,74.12,2.718,97.31,58.45,169.86
B2026010316_L3,L3,2026-01-03 16:00:00,Evening,Steering Column,MAT-0103-L3,Team D,238,235,226,74.31,2.773,96.7,58.57,169.85
B2026010320_L3,L3,2026-01-03 20:00:00,Evening,Steering Column,MAT-0103-L3,Team A,193,189,179,74.8,2.752,97.39,58.95,170.4
B2026010400_L3,L3,2026-01-04 00:00:00,Night,SUV Frame,MAT-0104-L3,Team D,209,203,199,77.16,2.842,99.23,58.74,170.7
B2026010404_L3,L3,2026-01-04 04:00:00,Night,SUV Frame,MAT-0104-L3,Team A,236,227,215,78.12,2.831,100.96,58.66,171.56
B2026010408_L3,L3,2026-01-04 08:00:00,Day,SUV Frame,MAT-0104-L3,Team B,186,176,172,75.42,2.718,100.12,59.15,170.83
B2026010412_L3,L3,2026-01-04 12:00:00,Day,SUV Frame,MAT-0104-L3,Team C,201,201,195,74.56,2.711,98.09,58.66,169.78
B2026010416_L3,L3,2026-01-04 16:00:00,Evening,SUV Frame,MAT-0104-L3,Team D,193,180,178,73.95,2.781,96.29,58.89,170.59
