quality_check_id,batch_id,machine_id,line_id,timestamp,shift,temperature,vibration,pressure,cycle_time,energy_consumption,machine_age_years,maintenance_status,product_type,material_batch,operator_team,pressure_instability,defect_probability,defect_flag,defect_type,defect_count
QC_M029_2026020612,B2026020612_L2,M029,L2,2026-02-06 12:00:00,Day,71.98,3.37,94.8,69.35,181.84,3,recent,Steering Column,MAT-0206-L2,Team B,1.95,0.0754,0,None,0
QC_M029_2026020616,B2026020616_L2,M029,L2,2026-02-06 16:00:00,Evening,73.19,3.59,94.21,69.57,182.28,3,recent,Steering Column,MAT-0206-L2,Team C,2.54,0.1149,0,None,1
QC_M029_2026020620,B2026020620_L2,M029,L2,2026-02-06 20:00:00,Evening,72.43,3.683,94.31,69.25,182.59,3,recent,Steering Column,MAT-0206-L2,Team D,2.44,0.1227,0,None,0
QC_M029_2026020700,B2026020700_L2,M029,L2,2026-02-07 00:00:00,Night,76.87,3.905,97.12,68.8,184.84,3,recent,SUV Frame,MAT-0207-L2,Team C,1.61,0.2365,0,None,1
QC_M029_2026020704,B2026020704_L2,M029,L2,2026-02-07 04:00:00,Night,77.23,3.705,98.26,67.14,181.56,3,recent,SUV Frame,MAT-0207-L2,Team D,1.81,0.1823,1,Assembly,1
QC_M029_2026020708,B2026020708_L2,M029,L2,2026-02-07 08:00:00,Day,74.24,3.431,96.84,66.16,181.03,3,recent,SUV Frame,MAT-0207-L2,Team A,1.13,0.0803,0,None,0
QC_M029_2026020712,B2026020712_L2,M029,L2,2026-02-07 12:00:00,Day,72.73,3.615,94.1,69.17,184.05,3,recent,SUV Frame,MAT-0207-L2,Team B,2.65,0.1163,0,None,0
QC_M029_2026020716,B2026020716_L2,M029,L2,2026-02-07 16:00:00,Evening,72.0,3.576,94.12,69.16,183.76,3,recent,SUV Frame,MAT-0207-L2,Team C,2.62,0.1028,0,None,0
QC_M029_2026020720,B2026020720_L2,M029,L2,2026-02-07 20:00:00,Evening,73.05,3.833,95.25,69.19,184.22,3,recent,SUV Frame,MAT-0207-L2,Team D,1.67,0.1419,0,None,3
QC_M029_2026020800,B2026020800_L2,M029,L2,2026-02-08 00:00:00,Night,76.7,3.652,96.36,67.93,184.89,3,recent,Battery Module,MAT-0208-L2,Team C,1.83,0.172,1,Assembly,0
QC_M029_2026020804,B2026020804_L2,M029,L2,2026-02-08 04:00:00,Night,78.63,3.849,98.86,69.36,185.5,3,recent,Battery Module,MAT-0208-L2,Team D,2.11,0.2569,1,Assembly,3
QC_M029_2026020808,B2026020808_L2,M029,L2,2026-02-08 08:00:00,Day,74.11,3.369,97.44,69.45,184.11,3,recent,Battery Module,MAT-0208-L2,Team A,0.89,0.0827,0,None,1
QC_M029_2026020812,B2026020812_L2,M029,L2,2026-02-08 12:00:00,Day,72.41,3.542,94.81,67.41,180.74,3,recent,Battery Module,MAT-0208-L2,Team B,2.38,0.0896,0,None,0
QC_M029_2026020816,B2026020816_L2,M029,L2,2026-02-08 16:00:00,Evening,71.99,3.677,92.63,68.15,182.21,3,recent,Battery Module,MAT-0208-L2,Team C,4.12,0.1237,1,Assembly,1
QC_M029_2026020820,B2026020820_L2,M029,L2,2026-02-08 20:00:00,Evening,73.36,3.67,93.83,67.98,183.72,3,recent,Battery Module,MAT-0208-L2,Team D,2.92,0.1213,0,None,0
QC_M029_2026020900,B2026020900_L2,M029,L2,2026-02-09 00:00:00,Night,76.14,3.931,95.99,69.36,185.12,3,recent,Steering Column,MAT-0209-L2,Team C,1.06,0.2221,0,None,0
QC_M029_2026020904,B2026020904_L2,M029,L2,2026-02-09 04:00:00,Night,76.28,3.8,97.84,67.79,184.78,3,recent,Steering Column,MAT-0209-L2,Team D,1.63,0.1895,0,None,1
QC_M029_2026020908,B2026020908_L2,M029,L2,2026-02-09 08:00:00,Day,74.17,3.654,97.77,68.11,180.84,3,recent,Steering Column,MAT-0209-L2,Team A,1.02,0.1117,0,None,0
QC_M029_2026020912,B2026020912_L2,M029,L2,2026-02-09 12:00:00,Day,73.33,3.534,94.71,68.49,183.41,3,recent,Steering Column,MAT-0209-L2,Team B,2.04,0.0988,0,None,0
QC_M029_2026020916,B2026020916_L2,M029,L2,2026-02-09 16:00:00,Evening,72.15,3.629,94.52,69.01,182.18,3,recent,Steering Column,MAT-0209-L2,Team C,2.23,0.107,0,None,2
QC_M029_2026020920,B2026020920_L2,M029,L2,2026-02-09 20:00:00,Evening,73.38,3.592,94.47,70.41,184.0,3,recent,Steering Column,MAT-0209-L2,Team D,2.28,0.1195,0,None,0
QC_M029_2026021000,B2026021000_L2,M029,L2,2026-02-10 00:00:00,Night,75.59,3.691,97.92,68.41,183.97,3,recent,SUV Frame,MAT-0210-L2,Team C,1.17,0.156,0,None,1
QC_M029_2026021004,B2026021004_L2,M029,L2,2026-02-10 04:00:00,Night,76.5,3.873,97.89,71.4,186.78,3,recent,SUV Frame,MAT-0210-L2,Team D,2.39,0.2552,1,Assembly,3
QC_M029_2026021008,B2026021008_L2,M029,L2,2026-02-10 08:00:00,Day,75.25,3.628,96.21,69.26,183.16,3,recent,SUV Frame,MAT-0210-L2,Team A,1.33,0.1249,0,None,1
QC_M029_2026021012,B2026021012_L2,M029,L2,2026-02-10 12:00:00,Day,72.9,3.622,94.27,68.81,183.38,3,recent,SUV Frame,MAT-0210-L2,Team B,2.48,0.1121,0,None,1
QC_M029_2026021016,B2026021016_L2,M029,L2,2026-02-10 16:00:00,Evening,72.88,3.473,92.95,68.97,183.31,3,recent,SUV Frame,MAT-0210-L2,Team C,3.8,0.1012,1,Assembly,0
QC_M029_2026021020,B2026021020_L2,M029,L2,2026-02-10 20:00:00,Evening,71.99,3.733,95.78,69.74,184.41,3,recent,SUV Frame,MAT-0210-L2,Team D,0.97,0.1118,0,None,0
QC_M029_2026021100,B2026021100_L2,M029,L2,2026-02-11 00:00:00,Night,74.84,3.737,95.39,67.43,182.16,3,recent,Battery Module,MAT-0211-L2,Team C,1.78,0.1591,0,None,0
QC_M029_2026021104,B2026021104_L2,M029,L2,2026-02-11 04:00:00,Night,77.42,3.987,99.25,68.71,183.13,3,recent,Battery Module,MAT-0211-L2,Team D,2.5,0.2722,0,None,1
QC_M029_2026021108,B2026021108_L2,M029,L2,2026-02-11 08:00:00,Day,74.2,3.501,97.19,67.73,181.99,3,recent,Battery Module,MAT-0211-L2,Team A,1.06,0.0906,0,None,0
QC_M029_2026021112,B2026021112_L2,M029,L2,2026-02-11 12:00:00,Day,71.54,3.597,94.38,68.79,182.9,3,recent,Battery Module,MAT-0211-L2,Team B,2.37,0.0964,0,None,0
QC_M029_2026021116,B2026021116_L2,M029,L2,2026-02-11 16:00:00,Evening,72.78,3.693,93.11,67.01,182.39,3,recent,Battery Module,MAT-0211-L2,Team C,3.89,0.122,0,None,1
QC_M029_2026021120,B2026021120_L2,M029,L2,2026-02-11 20:00:00,Evening,72.3,3.806,93.32,71.83,184.38,3,recent,Battery Module,MAT-0211-L2,Team D,3.43,0.1638,0,None,1
QC_M029_2026021200,B2026021200_L2,M029,L2,2026-02-12 00:00:00,Night,74.61,3.864,96.0,68.73,184.55,3,recent,Steering Column,MAT-0212-L2,Team C,1.3,0.1846,0,None,0
QC_M029_2026021204,B2026021204_L2,M029,L2,2026-02-12 04:00:00,Night,76.61,3.804,97.75,70.09,185.95,3,recent,Steering Column,MAT-0212-L2,Team D,1.86,0.2135,0,None,2
QC_M029_2026021208,B2026021208_L2,M029,L2,2026-02-12 08:00:00,Day,74.56,3.606,96.42,67.52,181.71,3,recent,Steering Column,MAT-0212-L2,Team A,0.9,0.103,1,Assembly,0
QC_M029_2026021212,B2026021212_L2,M029,L2,2026-02-12 12:00:00,Day,73.0,3.756,94.85,68.46,182.79,3,recent,Steering Column,MAT-0212-L2,Team B,2.76,0.1332,0,None,1
QC_M029_2026021216,B2026021216_L2,M029,L2,2026-02-12 16:00:00,Evening,72.84,3.673,92.56,68.52,183.55,3,recent,Steering Column,MAT-0212-L2,Team C,4.19,0.133,0,None,0
QC_M029_2026021220,B2026021220_L2,M029,L2,2026-02-12 20:00:00,Evening,73.38,3.721,93.5,69.22,181.72,3,recent,Steering Column,MAT-0212-L2,Team D,3.25,0.1369,0,None,0
QC_M029_2026021300,B2026021300_L2,M029,L2,2026-02-13 00:00:00,Night,76.06,3.958,95.67,67.14,183.5,3,recent,SUV Frame,MAT-0213-L2,Team C,2.44,0.2268,0,None,3
QC_M029_2026021304,B2026021304_L2,M029,L2,2026-02-13 04:00:00,Night,76.99,3.89,98.06,69.58,186.76,3,recent,SUV Frame,MAT-0213-L2,Team D,2.06,0.2407,1,Assembly,2
QC_M029_2026021308,B2026021308_L2,M029,L2,2026-02-13 08:00:00,Day,75.05,3.696,96.25,69.95,184.05,3,recent,SUV Frame,MAT-0213-L2,Team A,1.27,0.1362,1,Assembly,0
QC_M029_2026021312,B2026021312_L2,M029,L2,2026-02-13 12:00:00,Day,73.87,3.614,94.81,70.61,186.23,3,recent,SUV Frame,MAT-0213-L2,Team B,2.02,0.124,0,None,1
QC_M029_2026021316,B2026021316_L2,M029,L2,2026-02-13 16:00:00,Evening,72.97,3.636,95.31,70.39,186.51,3,recent,SUV Frame,MAT-0213-L2,Team C,2.4,0.121,0,None,3
QC_M029_2026021320,B2026021320_L2,M029,L2,2026-02-13 20:00:00,Evening,73.23,3.728,93.67,69.07,182.32,3,recent,SUV Frame,MAT-0213-L2,Team D,3.26,0.1388,0,None,0
QC_M029_2026021400,B2026021400_L2,M029,L2,2026-02-14 00:00:00,Night,76.11,3.869,96.49,68.89,185.65,3,recent,Battery Module,MAT-0214-L2,Team C,0.48,0.1927,0,None,1
QC_M029_2026021404,B2026021404_L2,M029,L2,2026-02-14 04:00:00,Night,76.0,3.914,97.46,67.8,184.13,3,recent,Battery Module,MAT-0214-L2,Team D,1.24,0.2078,1,Assembly,0
QC_M029_2026021408,B2026021408_L2,M029,L2,2026-02-14 08:00:00,Day,75.44,3.682,97.12,68.93,183.94,3,recent,Battery Module,MAT-0214-L2,Team A,0.59,0.1264,0,None,2
QC_M029_2026021412,B2026021412_L2,M029,L2,2026-02-14 12:00:00,Day,72.95,3.641,94.7,68.19,181.86,3,recent,Battery Module,MAT-0214-L2,Team B,2.05,0.1076,0,None,0
QC_M029_2026021416,B2026021416_L2,M029,L2,2026-02-14 16:00:00,Evening,73.2,3.791,92.11,70.08,183.69,3,recent,Battery Module,MAT-0214-L2,Team C,4.64,0.1694,0,None,0
QC_M029_2026021420,B2026021420_L2,M029,L2,2026-02-14 20:00:00,Evening,72.78,3.864,92.67,69.93,185.88,3,recent,Battery Module,MAT-0214-L2,Team D,4.08,0.1723,0,None,1
QC_M029_2026021500,B2026021500_L2,M029,L2,2026-02-15 00:00:00,Night,77.04,4.034,96.72,70.84,188.62,3,recent,Steering Column,MAT-0215-L2,Team C,2.79,0.3054,0,None,1
QC_M029_2026021504,B2026021504_L2,M029,L2,2026-02-15 04:00:00,Night,77.1,3.945,96.59,67.71,185.42,3,recent,Steering Column,MAT-0215-L2,Team D,2.02,0.2326,1,Assembly,1
QC_M029_2026021508,B2026021508_L2,M029,L2,2026-02-15 08:00:00,Day,74.47,3.9,97.01,70.1,186.04,3,recent,Steering Column,MAT-0215-L2,Team A,1.49,0.1676,0,None,3
QC_M029_2026021512,B2026021512_L2,M029,L2,2026-02-15 12:00:00,Day,73.61,3.787,94.07,71.52,183.98,3,recent,Steering Column,MAT-0215-L2,Team B,2.82,0.164,1,Assembly,0
QC_M029_2026021516,B2026021516_L2,M029,L2,2026-02-15 16:00:00,Evening,72.33,3.901,93.85,69.0,184.83,3,recent,Steering Column,MAT-0215-L2,Team C,2.9,0.1552,0,None,0
QC_M029_2026021520,B2026021520_L2,M029,L2,2026-02-15 20:00:00,Evening,74.13,3.74,94.18,70.24,184.21,3,recent,Steering Column,MAT-0215-L2,Team D,2.57,0.1516,0,None,0
QC_M029_2026021600,B2026021600_L2,M029,L2,2026-02-16 00:00:00,Night,77.07,3.886,96.79,69.08,184.29,3,recent,SUV Frame,MAT-0216-L2,Team C,2.38,0.2386,0,None,1
QC_M029_2026021604,B2026021604_L2,M029,L2,2026-02-16 04:00:00,Night,77.39,3.804,97.78,71.18,185.76,3,recent,SUV Frame,MAT-0216-L2,Team D,2.24,0.2391,0,None,1
QC_M029_2026021608,B2026021608_L2,M029,L2,2026-02-16 08:00:00,Day,76.32,3.749,96.52,68.81,183.88,3,recent,SUV Frame,MAT-0216-L2,Team A,1.04,0.1453,0,None,2
QC_M029_2026021612,B2026021612_L2,M029,L2,2026-02-16 12:00:00,Day,72.69,3.958,94.38,69.65,187.9,3,recent,SUV Frame,MAT-0216-L2,Team B,2.37,0.1658,0,None,1
QC_M029_2026021616,B2026021616_L2,M029,L2,2026-02-16 16:00:00,Evening,73.51,3.894,94.25,70.06,183.6,3,recent,SUV Frame,MAT-0216-L2,Team C,2.5,0.1669,0,None,1
QC_M029_2026021620,B2026021620_L2,M029,L2,2026-02-16 20:00:00,Evening,74.36,3.857,93.02,69.94,183.62,3,recent,SUV Frame,MAT-0216-L2,Team D,3.73,0.184,0,None,0
QC_M029_2026021700,B2026021700_L2,M029,L2,2026-02-17 00:00:00,Night,76.34,4.011,94.87,68.98,183.27,3,recent,Battery Module,MAT-0217-L2,Team C,1.88,0.2575,0,None,2
QC_M029_2026021704,B2026021704_L2,M029,L2,2026-02-17 04:00:00,Night,77.08,3.953,97.5,71.18,187.38,3,recent,Battery Module,MAT-0217-L2,Team D,1.24,0.2584,1,Assembly,0
QC_M029_2026021708,B2026021708_L2,M029,L2,2026-02-17 08:00:00,Day,75.77,3.772,95.93,68.88,185.42,3,recent,Battery Module,MAT-0217-L2,Team A,2.08,0.1535,0,None,0
QC_M029_2026021712,B2026021712_L2,M029,L2,2026-02-17 12:00:00,Day,72.93,3.708,95.8,70.66,185.45,3,recent,Battery Module,MAT-0217-L2,Team B,2.46,0.1351,0,None,0
QC_M029_2026021716,B2026021716_L2,M029,L2,2026-02-17 16:00:00,Evening,72.93,3.925,92.52,70.4,185.2,3,recent,Battery Module,MAT-0217-L2,Team C,4.23,0.1897,0,None,1
QC_M029_2026021720,B2026021720_L2,M029,L2,2026-02-17 20:00:00,Evening,74.28,4.067,92.24,70.12,185.04,3,recent,Battery Module,MAT-0217-L2,Team D,4.51,0.2403,0,None,0
QC_M029_2026021800,B2026021800_L2,M029,L2,2026-02-18 00:00:00,Night,76.6,3.945,96.87,69.35,187.0,3,recent,Steering Column,MAT-0218-L2,Team C,1.08,0.2283,0,None,1
QC_M029_2026021804,B2026021804_L2,M029,L2,2026-02-18 04:00:00,Night,78.24,4.032,98.12,70.86,186.01,3,recent,Steering Column,MAT-0218-L2,Team D,1.36,0.2964,1,Assembly,0
QC_M029_2026021808,B2026021808_L2,M029,L2,2026-02-18 08:00:00,Day,75.7,3.91,98.13,69.59,185.02,3,recent,Steering Column,MAT-0218-L2,Team A,1.53,0.1755,0,None,4
QC_M029_2026021812,B2026021812_L2,M029,L2,2026-02-18 12:00:00,Day,73.73,3.852,93.25,70.81,185.87,3,scheduled,Steering Column,MAT-0218-L2,Team B,3.5,0.1822,0,None,0
QC_M029_2026021816,B2026021816_L2,M029,L2,2026-02-18 16:00:00,Evening,73.29,4.075,92.2,70.57,184.6,3,scheduled,Steering Column,MAT-0218-L2,Team C,4.55,0.2356,1,Assembly,0
QC_M029_2026021820,B2026021820_L2,M029,L2,2026-02-18 20:00:00,Evening,74.74,4.086,94.58,71.12,187.22,3,scheduled,Steering Column,MAT-0218-L2,Team D,2.17,0.2256,0,None,2
QC_M029_2026021900,B2026021900_L2,M029,L2,2026-02-19 00:00:00,Night,75.96,4.027,96.5,69.2,186.38,3,scheduled,SUV Frame,MAT-0219-L2,Team C,1.03,0.2389,1,Assembly,3
QC_M029_2026021904,B2026021904_L2,M029,L2,2026-02-19 04:00:00,Night,77.9,4.04,97.43,71.22,187.46,3,scheduled,SUV Frame,MAT-0219-L2,Team D,1.11,0.2933,0,None,1
QC_M029_2026021908,B2026021908_L2,M029,L2,2026-02-19 08:00:00,Day,74.41,4.006,96.04,69.23,184.5,3,scheduled,SUV Frame,MAT-0219-L2,Team A,0.91,0.1704,0,None,0
QC_M029_2026021912,B2026021912_L2,M029,L2,2026-02-19 12:00:00,Day,74.05,4.028,93.99,70.33,184.91,3,scheduled,SUV Frame,MAT-0219-L2,Team B,2.76,0.2043,1,Assembly,2
QC_M029_2026021916,B2026021916_L2,M029,L2,2026-02-19 16:00:00,Evening,74.33,3.995,92.16,68.16,184.54,3,scheduled,SUV Frame,MAT-0219-L2,Team C,4.59,0.2059,1,Assembly,3
QC_M029_2026021920,B2026021920_L2,M029,L2,2026-02-19 20:00:00,Evening,74.37,3.948,93.53,69.7,185.66,3,scheduled,SUV Frame,MAT-0219-L2,Team D,3.22,0.1921,0,None,0
QC_M029_2026022000,B2026022000_L2,M029,L2,2026-02-20 00:00:00,Night,76.87,4.063,96.59,70.69,186.0,3,scheduled,Battery Module,MAT-0220-L2,Team C,1.96,0.2902,0,None,1
QC_M029_2026022004,B2026022004_L2,M029,L2,2026-02-20 04:00:00,Night,78.25,3.978,97.8,70.81,186.38,3,scheduled,Battery Module,MAT-0220-L2,Team D,2.02,0.2905,0,None,0
QC_M029_2026022008,B2026022008_L2,M029,L2,2026-02-20 08:00:00,Day,76.74,4.07,97.12,72.17,186.38,3,scheduled,Battery Module,MAT-0220-L2,Team A,0.97,0.2393,0,None,1
QC_M029_2026022012,B2026022012_L2,M029,L2,2026-02-20 12:00:00,Day,75.11,3.895,94.61,70.99,185.8,3,scheduled,Battery Module,MAT-0220-L2,Team B,2.14,0.1873,1,Assembly,0
QC_M029_2026022016,B2026022016_L2,M029,L2,2026-02-20 16:00:00,Evening,72.58,3.912,94.07,69.56,184.52,3,scheduled,Battery Module,MAT-0220-L2,Team C,2.68,0.1561,0,None,1
QC_M029_2026022020,B2026022020_L2,M029,L2,2026-02-20 20:00:00,Evening,75.84,4.196,93.26,70.56,185.67,3,scheduled,Battery Module,MAT-0220-L2,Team D,3.49,0.2867,1,Assembly,0
QC_M029_2026022100,B2026022100_L2,M029,L2,2026-02-21 00:00:00,Night,78.24,4.218,95.25,72.03,187.82,3,scheduled,Steering Column,MAT-0221-L2,Team C,2.17,0.3847,0,None,3
QC_M029_2026022104,B2026022104_L2,M029,L2,2026-02-21 04:00:00,Night,79.47,4.073,97.52,70.5,187.34,3,scheduled,Steering Column,MAT-0221-L2,Team D,1.14,0.3153,0,None,0
QC_M029_2026022108,B2026022108_L2,M029,L2,2026-02-21 08:00:00,Day,76.47,3.934,96.26,70.47,187.71,3,scheduled,Steering Column,MAT-0221-L2,Team A,0.8,0.1878,0,None,0
QC_M029_2026022112,B2026022112_L2,M029,L2,2026-02-21 12:00:00,Day,74.31,3.929,94.82,68.87,184.8,3,scheduled,Steering Column,MAT-0221-L2,Team B,1.97,0.1669,0,None,0
QC_M029_2026022116,B2026022116_L2,M029,L2,2026-02-21 16:00:00,Evening,73.33,4.074,91.86,70.76,186.57,3,scheduled,Steering Column,MAT-0221-L2,Team C,4.89,0.2423,0,None,2
QC_M029_2026022120,B2026022120_L2,M029,L2,2026-02-21 20:00:00,Evening,73.49,4.047,93.4,70.59,185.49,3,scheduled,Steering Column,MAT-0221-L2,Team D,3.35,0.2164,1,Assembly,3
QC_M029_2026022200,B2026022200_L2,M029,L2,2026-02-22 00:00:00,Night,77.64,4.149,95.48,71.14,186.59,3,scheduled,SUV Frame,MAT-0222-L2,Team C,2.15,0.3255,0,None,1
QC_M029_2026022204,B2026022204_L2,M029,L2,2026-02-22 04:00:00,Night,78.29,4.251,98.72,69.58,186.02,3,scheduled,SUV Frame,MAT-0222-L2,Team D,1.97,0.3552,0,None,1
QC_M029_2026022208,B2026022208_L2,M029,L2,2026-02-22 08:00:00,Day,75.69,4.125,95.65,71.1,187.57,3,scheduled,SUV Frame,MAT-0222-L2,Team A,1.1,0.2347,0,None,1
QC_M029_2026022212,B2026022212_L2,M029,L2,2026-02-22 12:00:00,Day,73.86,3.93,94.09,70.97,187.52,3,scheduled,SUV Frame,MAT-0222-L2,Team B,2.65,0.1834,0,None,3
QC_M029_2026022216,B2026022216_L2,M029,L2,2026-02-22 16:00:00,Evening,72.76,4.069,93.5,70.14,184.61,3,scheduled,SUV Frame,MAT-0222-L2,Team C,3.25,0.197,0,None,0
QC_M029_2026022220,B2026022220_L2,M029,L2,2026-02-22 20:00:00,Evening,74.84,4.125,92.8,72.0,186.5,3,scheduled,SUV Frame,MAT-0222-L2,Team D,3.95,0.2722,1,Assembly,3
QC_M029_2026022300,B2026022300_L2,M029,L2,2026-02-23 00:00:00,Night,77.44,4.208,95.48,69.61,187.19,3,scheduled,Battery Module,MAT-0223-L2,Team C,3.06,0.3419,1,Assembly,3
QC_M029_2026022304,B2026022304_L2,M029,L2,2026-02-23 04:00:00,Night,79.2,4.318,98.05,72.84,190.22,3,scheduled,Battery Module,MAT-0223-L2,Team D,2.5,0.4465,1,Assembly,3
QC_M029_2026022308,B2026022308_L2,M029,L2,2026-02-23 08:00:00,Day,75.12,4.06,95.48,70.93,187.58,3,scheduled,Battery Module,MAT-0223-L2,Team A,1.75,0.218,0,None,1
QC_M029_2026022312,B2026022312_L2,M029,L2,2026-02-23 12:00:00,Day,74.96,4.054,95.01,71.44,186.36,3,scheduled,Battery Module,MAT-0223-L2,Team B,1.74,0.2145,0,None,2
QC_M029_2026022316,B2026022316_L2,M029,L2,2026-02-23 16:00:00,Evening,73.02,3.883,93.72,70.95,184.3,3,scheduled,Battery Module,MAT-0223-L2,Team C,3.04,0.1696,0,None,0
QC_M029_2026022320,B2026022320_L2,M029,L2,2026-02-23 20:00:00,Evening,73.71,4.103,92.77,70.53,186.45,3,scheduled,Battery Module,MAT-0223-L2,Team D,3.98,0.2352,1,Assembly,0
QC_M029_2026022400,B2026022400_L2,M029,L2,2026-02-24 00:00:00,Night,76.97,4.271,95.44,70.02,185.54,3,scheduled,Steering Column,MAT-0224-L2,Team C,2.35,0.3473,0,None,1
QC_M029_2026022404,B2026022404_L2,M029,L2,2026-02-24 04:00:00,Night,77.87,4.166,96.96,72.05,188.61,3,scheduled,Steering Column,MAT-0224-L2,Team D,0.93,0.3346,0,None,2
QC_M029_2026022408,B2026022408_L2,M029,L2,2026-02-24 08:00:00,Day,76.58,4.061,95.74,70.79,186.63,3,scheduled,Steering Column,MAT-0224-L2,Team A,1.07,0.2257,0,None,1
QC_M029_2026022412,B2026022412_L2,M029,L2,2026-02-24 12:00:00,Day,74.5,4.167,95.86,70.77,185.57,3,scheduled,Steering Column,MAT-0224-L2,Team B,1.26,0.2234,0,None,1
QC_M029_2026022416,B2026022416_L2,M029,L2,2026-02-24 16:00:00,Evening,73.88,4.015,92.23,72.08,187.17,3,scheduled,Steering Column,MAT-0224-L2,Team C,4.52,0.2403,1,Assembly,3
QC_M029_2026022420,B2026022420_L2,M029,L2,2026-02-24 20:00:00,Evening,75.05,4.099,93.01,69.94,186.13,3,scheduled,Steering Column,MAT-0224-L2,Team D,3.74,0.2403,0,None,2
QC_M029_2026022500,B2026022500_L2,M029,L2,2026-02-25 00:00:00,Night,78.43,4.261,95.36,72.07,188.69,3,scheduled,SUV Frame,MAT-0225-L2,Team C,1.72,0.3911,0,None,7
QC_M029_2026022504,B2026022504_L2,M029,L2,2026-02-25 04:00:00,Night,78.63,4.354,98.44,73.02,192.0,3,scheduled,SUV Frame,MAT-0225-L2,Team D,1.69,0.4382,1,Assembly,3
QC_M029_2026022508,B2026022508_L2,M029,L2,2026-02-25 08:00:00,Day,76.36,4.218,97.52,70.25,185.74,3,scheduled,SUV Frame,MAT-0225-L2,Team A,1.49,0.2667,0,None,1
QC_M029_2026022512,B2026022512_L2,M029,L2,2026-02-25 12:00:00,Day,74.66,4.186,94.75,70.11,185.85,3,scheduled,SUV Frame,MAT-0225-L2,Team B,2.0,0.2368,0,None,2
QC_M029_2026022516,B2026022516_L2,M029,L2,2026-02-25 16:00:00,Evening,73.02,4.162,91.74,71.9,186.8,3,scheduled,SUV Frame,MAT-0225-L2,Team C,5.01,0.2706,0,None,0
QC_M029_2026022520,B2026022520_L2,M029,L2,2026-02-25 20:00:00,Evening,75.5,4.224,92.61,70.31,188.17,3,scheduled,SUV Frame,MAT-0225-L2,Team D,4.14,0.2984,0,None,4
QC_M029_2026022600,B2026022600_L2,M029,L2,2026-02-26 00:00:00,Night,77.18,4.262,96.16,71.98,189.13,3,scheduled,Battery Module,MAT-0226-L2,Team C,1.07,0.3546,0,None,2
QC_M029_2026022604,B2026022604_L2,M029,L2,2026-02-26 04:00:00,Night,79.05,4.271,97.24,70.24,188.06,3,scheduled,Battery Module,MAT-0226-L2,Team D,1.65,0.3826,0,None,2
QC_M029_2026022608,B2026022608_L2,M029,L2,2026-02-26 08:00:00,Day,76.19,4.075,96.22,70.75,188.22,3,scheduled,Battery Module,MAT-0226-L2,Team A,1.25,0.2284,1,Assembly,2
QC_M029_2026022612,B2026022612_L2,M029,L2,2026-02-26 12:00:00,Day,73.12,4.201,94.92,70.42,185.45,3,scheduled,Battery Module,MAT-0226-L2,Team B,1.83,0.2159,0,None,2
QC_M029_2026022616,B2026022616_L2,M029,L2,2026-02-26 16:00:00,Evening,73.75,4.133,92.36,71.85,185.87,3,scheduled,Battery Module,MAT-0226-L2,Team C,4.39,0.2657,0,None,1
QC_M029_2026022620,B2026022620_L2,M029,L2,2026-02-26 20:00:00,Evening,75.14,4.139,92.71,72.01,185.12,3,scheduled,Battery Module,MAT-0226-L2,Team D,4.04,0.2873,1,Assembly,1
QC_M029_2026022700,B2026022700_L2,M029,L2,2026-02-27 00:00:00,Night,77.23,4.134,95.37,71.69,187.62,3,scheduled,Steering Column,MAT-0227-L2,Team C,1.47,0.3137,0,None,1
QC_M029_2026022704,B2026022704_L2,M029,L2,2026-02-27 04:00:00,Night,78.87,4.375,97.83,70.73,186.97,3,scheduled,Steering Column,MAT-0227-L2,Team D,1.08,0.3967,0,None,2
QC_M029_2026022708,B2026022708_L2,M029,L2,2026-02-27 08:00:00,Day,76.43,4.132,97.23,71.83,187.69,3,scheduled,Steering Column,MAT-0227-L2,Team A,0.74,0.251,0,None,1
QC_M029_2026022712,B2026022712_L2,M029,L2,2026-02-27 12:00:00,Day,74.73,4.33,96.5,70.94,186.43,3,scheduled,Steering Column,MAT-0227-L2,Team B,1.27,0.2694,1,Assembly,1
QC_M029_2026022716,B2026022716_L2,M029,L2,2026-02-27 16:00:00,Evening,73.45,4.257,93.51,72.55,187.61,3,scheduled,Steering Column,MAT-0227-L2,Team C,3.24,0.2836,1,Assembly,0
QC_M029_2026022720,B2026022720_L2,M029,L2,2026-02-27 20:00:00,Evening,73.78,4.312,93.61,72.0,186.57,3,scheduled,Steering Column,MAT-0227-L2,Team D,3.14,0.3001,0,None,1
QC_M029_2026022800,B2026022800_L2,M029,L2,2026-02-28 00:00:00,Night,77.2,4.207,95.16,71.11,183.98,3,scheduled,SUV Frame,MAT-0228-L2,Team C,1.59,0.3267,1,Assembly,1
QC_M029_2026022804,B2026022804_L2,M029,L2,2026-02-28 04:00:00,Night,77.54,4.332,97.07,70.34,185.44,3,scheduled,SUV Frame,MAT-0228-L2,Team D,0.57,0.3462,0,None,4
QC_M029_2026022808,B2026022808_L2,M029,L2,2026-02-28 08:00:00,Day,75.61,4.197,96.9,71.04,186.17,3,scheduled,SUV Frame,MAT-0228-L2,Team A,1.22,0.2473,0,None,1
QC_M029_2026022812,B2026022812_L2,M029,L2,2026-02-28 12:00:00,Day,73.52,4.242,93.38,72.49,187.62,3,scheduled,SUV Frame,MAT-0228-L2,Team B,3.36,0.2823,0,None,1
