machine_id,line_id,timestamp,shift,temperature,vibration,pressure,cycle_time,energy_consumption,machine_age_years,maintenance_status,last_maintenance_days_ago,pressure_instability,sensor_anomaly_signal
M021,L3,2026-02-03 14:00:00,Day,75.27,3.519,96.8,64.5,177.44,9,overdue,27,0.23,1.012
M021,L3,2026-02-03 15:00:00,Day,73.28,3.533,93.52,65.35,177.59,9,overdue,27,3.05,1.397
M021,L3,2026-02-03 16:00:00,Evening,75.47,3.567,91.59,64.31,170.07,9,overdue,27,4.98,1.625
M021,L3,2026-02-03 17:00:00,Evening,73.84,3.902,96.44,64.26,179.15,9,overdue,27,0.13,1.345
M021,L3,2026-02-03 18:00:00,Evening,76.12,3.686,96.69,65.49,178.18,9,overdue,27,0.12,1.193
M021,L3,2026-02-03 19:00:00,Evening,77.0,4.016,94.89,61.1,176.87,9,overdue,27,1.68,1.634
M021,L3,2026-02-03 20:00:00,Evening,75.38,3.822,95.14,62.84,178.52,9,overdue,27,1.43,1.428
M021,L3,2026-02-03 21:00:00,Evening,75.29,3.959,91.44,64.64,172.67,9,overdue,27,5.13,1.996
M021,L3,2026-02-03 22:00:00,Evening,77.65,3.869,94.06,65.2,178.05,9,overdue,27,2.51,1.623
M021,L3,2026-02-03 23:00:00,Evening,74.54,3.779,94.36,62.46,174.04,9,overdue,27,2.21,1.484
M021,L3,2026-02-04 00:00:00,Night,77.02,4.105,97.95,65.37,182.29,9,overdue,27,1.38,1.713
M021,L3,2026-02-04 01:00:00,Night,80.34,4.434,94.42,66.09,183.02,9,overdue,27,2.15,2.221
M021,L3,2026-02-04 02:00:00,Night,78.82,3.782,98.69,68.42,184.39,9,overdue,27,2.12,1.755
M021,L3,2026-02-04 03:00:00,Night,80.93,3.93,92.89,64.45,177.4,9,overdue,27,3.68,1.963
M021,L3,2026-02-04 04:00:00,Night,82.41,3.932,97.39,64.5,180.54,9,overdue,27,0.82,1.889
M021,L3,2026-02-04 05:00:00,Night,78.99,3.904,100.33,60.57,177.43,9,overdue,27,3.76,1.783
M021,L3,2026-02-04 06:00:00,Night,78.47,4.149,98.08,62.77,178.35,9,overdue,27,1.51,1.732
M021,L3,2026-02-04 07:00:00,Night,78.15,4.213,98.92,62.01,175.75,9,overdue,27,2.35,1.891
M021,L3,2026-02-04 08:00:00,Day,76.96,3.74,98.32,61.6,180.18,9,overdue,27,1.75,1.393
M021,L3,2026-02-04 09:00:00,Day,76.18,3.619,95.76,62.36,177.38,9,overdue,27,0.81,1.171
M021,L3,2026-02-04 10:00:00,Day,75.89,3.502,96.2,64.84,178.51,9,overdue,27,0.37,1.014
M021,L3,2026-02-04 11:00:00,Day,74.38,3.329,94.48,67.98,172.1,9,overdue,27,2.09,1.308
M021,L3,2026-02-04 12:00:00,Day,74.2,3.799,99.88,63.38,176.95,9,overdue,27,3.31,1.634
M021,L3,2026-02-04 13:00:00,Day,76.91,3.581,98.05,62.52,177.38,9,overdue,27,1.48,1.218
M021,L3,2026-02-04 14:00:00,Day,78.3,3.642,94.47,63.43,176.37,9,overdue,27,2.1,1.347
M021,L3,2026-02-04 15:00:00,Day,73.95,3.89,94.32,64.9,177.14,9,overdue,27,2.25,1.589
M021,L3,2026-02-04 16:00:00,Evening,75.08,3.86,93.83,63.57,178.49,9,overdue,27,2.74,1.621
M021,L3,2026-02-04 17:00:00,Evening,74.8,3.949,94.22,67.57,176.46,9,overdue,27,2.35,1.864
M021,L3,2026-02-04 18:00:00,Evening,75.06,3.92,94.89,63.4,179.68,9,overdue,27,1.68,1.547
M021,L3,2026-02-04 19:00:00,Evening,72.26,3.869,96.5,64.25,175.46,9,overdue,27,0.07,1.308
M021,L3,2026-02-04 20:00:00,Evening,76.66,3.815,90.96,65.6,176.16,9,overdue,27,5.61,1.978
M021,L3,2026-02-04 21:00:00,Evening,76.43,4.018,96.56,65.38,180.45,9,overdue,27,0.01,1.472
M021,L3,2026-02-04 22:00:00,Evening,75.6,4.066,96.6,66.31,181.22,9,overdue,27,0.03,1.591
M021,L3,2026-02-04 23:00:00,Evening,75.09,4.098,96.56,58.69,177.71,9,overdue,27,0.01,1.507
M021,L3,2026-02-05 00:00:00,Night,77.26,3.976,95.32,66.1,180.01,9,overdue,27,1.25,1.639
M021,L3,2026-02-05 01:00:00,Night,77.67,3.543,99.88,63.89,173.79,9,overdue,27,3.31,1.403
M021,L3,2026-02-05 02:00:00,Night,82.37,4.169,95.98,61.26,177.44,9,overdue,27,0.59,2.067
M021,L3,2026-02-05 03:00:00,Night,80.78,3.65,97.08,67.31,174.92,9,overdue,27,0.51,1.494
M021,L3,2026-02-05 04:00:00,Night,77.25,3.864,97.17,65.31,172.94,9,overdue,27,0.6,1.397
M021,L3,2026-02-05 05:00:00,Night,79.88,3.873,98.93,61.89,172.67,9,overdue,27,2.36,1.586
M021,L3,2026-02-05 06:00:00,Night,78.1,3.908,97.37,61.46,173.39,9,overdue,27,0.8,1.43
M021,L3,2026-02-05 07:00:00,Night,78.09,4.362,100.15,64.49,179.1,9,overdue,27,3.58,2.173
M021,L3,2026-02-05 08:00:00,Day,78.61,3.789,97.9,62.15,179.17,9,overdue,27,1.33,1.388
M021,L3,2026-02-05 09:00:00,Day,76.15,3.632,97.5,67.54,179.37,9,overdue,27,0.93,1.406
M021,L3,2026-02-05 10:00:00,Day,75.2,3.732,98.34,65.71,176.77,9,overdue,27,1.77,1.452
M021,L3,2026-02-05 11:00:00,Day,73.77,3.805,97.26,64.88,180.76,9,overdue,27,0.69,1.325
M021,L3,2026-02-05 12:00:00,Day,77.89,4.06,94.5,64.92,177.08,9,overdue,27,2.07,1.719
M021,L3,2026-02-05 13:00:00,Day,75.0,3.873,93.56,64.74,174.26,9,overdue,27,3.01,1.665
M021,L3,2026-02-05 14:00:00,Day,75.03,3.684,93.81,64.29,177.33,9,overdue,27,2.76,1.464
M021,L3,2026-02-05 15:00:00,Day,73.28,3.84,93.84,63.02,176.65,9,overdue,27,2.73,1.601
M021,L3,2026-02-05 16:00:00,Evening,76.46,4.257,91.36,66.82,179.02,9,overdue,27,5.21,2.426
M021,L3,2026-02-05 17:00:00,Evening,75.48,3.628,94.44,62.8,175.6,9,overdue,27,2.13,1.338
M021,L3,2026-02-05 18:00:00,Evening,73.95,3.734,92.0,68.14,176.75,9,overdue,27,4.57,1.983
M021,L3,2026-02-05 19:00:00,Evening,76.27,3.802,92.2,64.92,180.0,9,overdue,27,4.37,1.764
M021,L3,2026-02-05 20:00:00,Evening,73.86,4.302,97.02,64.27,179.26,9,overdue,27,0.45,1.743
M021,L3,2026-02-05 21:00:00,Evening,75.93,3.874,95.45,62.94,179.6,9,overdue,27,1.12,1.439
M021,L3,2026-02-05 22:00:00,Evening,75.3,3.975,94.43,62.97,173.8,9,overdue,27,2.14,1.652
M021,L3,2026-02-05 23:00:00,Evening,75.76,3.82,97.19,63.13,178.97,9,overdue,27,0.62,1.33
M021,L3,2026-02-06 00:00:00,Night,75.31,3.815,97.74,65.78,178.29,9,overdue,27,1.17,1.46
M021,L3,2026-02-06 01:00:00,Night,75.57,4.106,95.28,65.5,177.84,9,overdue,27,1.29,1.713
M021,L3,2026-02-06 02:00:00,Night,77.84,3.843,100.78,63.2,174.2,9,overdue,27,4.21,1.782
M021,L3,2026-02-06 03:00:00,Night,79.34,3.528,95.68,67.58,178.67,9,overdue,27,0.89,1.311
M021,L3,2026-02-06 04:00:00,Night,78.16,4.374,97.94,62.77,179.71,9,overdue,27,1.37,1.919
M021,L3,2026-02-06 05:00:00,Night,78.43,3.927,97.81,60.45,177.21,9,overdue,27,1.24,1.5
M021,L3,2026-02-06 06:00:00,Night,82.38,3.492,100.91,63.95,175.71,9,overdue,27,4.34,1.91
M021,L3,2026-02-06 07:00:00,Night,79.51,4.084,98.48,62.57,176.83,9,overdue,27,1.91,1.723
M021,L3,2026-02-06 08:00:00,Day,77.19,3.864,99.72,61.52,176.27,9,overdue,27,3.15,1.672
M021,L3,2026-02-06 09:00:00,Day,76.65,3.803,99.04,63.02,174.5,9,overdue,27,2.47,1.537
M021,L3,2026-02-06 10:00:00,Day,74.85,3.818,95.42,62.71,176.58,9,overdue,27,1.15,1.392
M021,L3,2026-02-06 11:00:00,Day,75.47,3.716,97.2,62.98,176.95,9,overdue,27,0.63,1.238
M021,L3,2026-02-06 12:00:00,Day,77.11,3.688,97.46,62.45,180.81,9,overdue,27,0.89,1.244
M021,L3,2026-02-06 13:00:00,Day,75.86,3.705,96.93,62.67,171.75,9,overdue,27,0.36,1.195
M021,L3,2026-02-06 14:00:00,Day,73.57,3.558,92.19,65.75,178.61,9,overdue,27,4.38,1.612
M021,L3,2026-02-06 15:00:00,Day,73.71,4.062,92.05,66.64,176.56,9,overdue,27,4.52,2.153
M021,L3,2026-02-06 16:00:00,Evening,75.52,3.791,93.48,64.74,175.98,9,overdue,27,3.09,1.6
M021,L3,2026-02-06 17:00:00,Evening,74.9,3.733,91.11,60.72,174.63,9,overdue,27,5.46,1.832
M021,L3,2026-02-06 18:00:00,Evening,77.45,3.727,94.6,66.62,177.78,9,overdue,27,1.97,1.544
M021,L3,2026-02-06 19:00:00,Evening,74.06,3.949,94.89,66.01,175.75,9,overdue,27,1.68,1.659
M021,L3,2026-02-06 20:00:00,Evening,77.98,3.852,93.51,64.8,180.82,9,overdue,27,3.06,1.651
M021,L3,2026-02-06 21:00:00,Evening,78.9,3.905,92.38,65.07,180.12,9,overdue,27,4.19,1.846
M021,L3,2026-02-06 22:00:00,Evening,75.04,3.641,97.05,66.99,178.75,9,overdue,27,0.48,1.316
M021,L3,2026-02-06 23:00:00,Evening,78.06,3.853,92.9,66.68,179.21,9,overdue,27,3.67,1.867
M021,L3,2026-02-07 00:00:00,Night,80.83,3.61,96.83,61.91,178.53,9,overdue,27,0.26,1.247
M021,L3,2026-02-07 01:00:00,Night,79.59,3.798,99.97,60.55,176.81,9,overdue,27,3.4,1.644
M021,L3,2026-02-07 02:00:00,Night,79.0,4.077,99.04,65.24,180.29,9,overdue,27,2.47,1.808
M021,L3,2026-02-07 03:00:00,Night,76.93,3.795,96.9,67.01,180.48,9,overdue,27,0.33,1.439
M021,L3,2026-02-07 04:00:00,Night,79.25,3.42,95.09,65.24,176.16,9,overdue,27,1.48,1.099
M021,L3,2026-02-07 05:00:00,Night,78.65,4.15,98.32,61.12,175.37,9,overdue,27,1.75,1.763
M021,L3,2026-02-07 06:00:00,Night,79.57,4.135,96.78,66.6,174.8,9,overdue,27,0.21,1.698
M021,L3,2026-02-07 07:00:00,Night,78.84,3.621,96.31,66.11,177.33,9,overdue,27,0.26,1.202
M021,L3,2026-02-07 08:00:00,Day,75.91,3.676,100.09,66.06,177.85,9,overdue,27,3.52,1.639
M021,L3,2026-02-07 09:00:00,Day,74.67,3.487,96.38,63.8,182.41,9,overdue,27,0.19,0.978
M021,L3,2026-02-07 10:00:00,Day,75.48,3.759,96.54,62.77,180.5,9,overdue,27,0.03,1.204
M021,L3,2026-02-07 11:00:00,Day,75.67,3.477,97.34,65.41,179.18,9,overdue,27,0.77,1.078
M021,L3,2026-02-07 12:00:00,Day,75.2,3.582,95.89,64.61,175.08,9,overdue,27,0.68,1.123
M021,L3,2026-02-07 13:00:00,Day,74.3,3.907,93.87,67.02,180.89,9,overdue,27,2.7,1.826
M021,L3,2026-02-07 14:00:00,Day,76.37,3.647,94.57,63.37,174.58,9,overdue,27,2.0,1.34
M021,L3,2026-02-07 15:00:00,Day,76.72,4.016,94.46,67.39,182.73,9,overdue,27,2.11,1.882
M021,L3,2026-02-07 16:00:00,Evening,74.48,3.585,89.18,62.06,178.46,9,overdue,27,7.39,1.931
M021,L3,2026-02-07 17:00:00,Evening,74.78,4.044,94.22,64.17,176.03,9,overdue,27,2.35,1.739
M021,L3,2026-02-07 18:00:00,Evening,75.57,4.278,93.91,61.08,171.43,9,overdue,27,2.66,1.987
M021,L3,2026-02-07 19:00:00,Evening,75.25,3.826,90.83,66.78,177.3,9,overdue,27,5.74,2.098
M021,L3,2026-02-07 20:00:00,Evening,75.95,4.088,91.02,64.17,175.72,9,overdue,27,5.55,2.162
M021,L3,2026-02-07 21:00:00,Evening,76.36,4.148,94.44,65.1,178.04,9,overdue,27,2.13,1.82
M021,L3,2026-02-07 22:00:00,Evening,76.6,3.713,90.96,65.91,179.29,9,overdue,27,5.61,1.91
M021,L3,2026-02-07 23:00:00,Evening,77.44,4.006,92.92,62.22,179.2,9,overdue,27,3.65,1.861
M021,L3,2026-02-08 00:00:00,Night,75.82,3.932,93.71,67.49,176.02,9,overdue,27,2.86,1.905
M021,L3,2026-02-08 01:00:00,Night,78.76,3.785,97.56,65.84,179.5,9,overdue,27,0.99,1.416
M021,L3,2026-02-08 02:00:00,Night,80.47,4.404,89.43,64.15,178.35,9,overdue,27,7.14,2.722
M021,L3,2026-02-08 03:00:00,Night,80.07,4.205,94.32,64.47,177.53,9,overdue,27,2.25,1.885
M021,L3,2026-02-08 04:00:00,Night,79.72,4.225,95.69,64.56,176.85,9,overdue,27,0.88,1.725
M021,L3,2026-02-08 05:00:00,Night,76.55,4.232,100.26,62.24,179.96,9,overdue,27,3.69,2.07
M021,L3,2026-02-08 06:00:00,Night,77.2,4.154,96.11,64.6,178.3,9,overdue,27,0.46,1.611
M021,L3,2026-02-08 07:00:00,Night,75.29,3.91,97.84,61.93,174.46,9,overdue,27,1.27,1.489
M021,L3,2026-02-08 08:00:00,Day,78.45,3.826,96.95,61.96,174.27,9,overdue,27,0.38,1.306
M021,L3,2026-02-08 09:00:00,Day,76.67,3.786,95.76,63.21,174.25,9,overdue,27,0.81,1.322
M021,L3,2026-02-08 10:00:00,Day,78.37,4.086,96.97,65.38,182.92,9,overdue,27,0.4,1.578
M021,L3,2026-02-08 11:00:00,Day,77.34,3.694,96.98,63.96,179.16,9,overdue,27,0.41,1.191
M021,L3,2026-02-08 12:00:00,Day,72.64,3.341,96.45,64.98,176.89,9,overdue,27,0.12,0.843
M021,L3,2026-02-08 13:00:00,Day,74.12,3.573,94.24,61.17,171.19,9,overdue,27,2.33,1.313
M021,L3,2026-02-08 14:00:00,Day,75.97,3.774,93.59,62.58,174.52,9,overdue,27,2.98,1.572
M021,L3,2026-02-08 15:00:00,Day,74.79,3.924,91.84,64.76,182.19,9,overdue,27,4.73,1.917
M021,L3,2026-02-08 16:00:00,Evening,74.05,3.996,93.12,64.46,179.41,9,overdue,27,3.45,1.828
M021,L3,2026-02-08 17:00:00,Evening,75.5,4.03,91.44,63.41,179.41,9,overdue,27,5.13,2.061
M021,L3,2026-02-08 18:00:00,Evening,73.63,3.981,95.13,66.02,176.89,9,overdue,27,1.44,1.66
M021,L3,2026-02-08 19:00:00,Evening,74.71,3.975,91.95,62.74,175.04,9,overdue,27,4.62,1.95
M021,L3,2026-02-08 20:00:00,Evening,76.89,3.665,94.21,65.24,181.89,9,overdue,27,2.36,1.424
M021,L3,2026-02-08 21:00:00,Evening,78.35,3.733,95.24,63.38,178.14,9,overdue,27,1.33,1.336
M021,L3,2026-02-08 22:00:00,Evening,74.22,3.991,97.86,62.22,178.24,9,overdue,27,1.29,1.564
M021,L3,2026-02-08 23:00:00,Evening,77.05,4.184,95.57,64.98,181.03,9,overdue,27,1.0,1.708
M021,L3,2026-02-09 00:00:00,Night,80.7,4.002,96.49,65.25,176.36,9,overdue,27,0.08,1.58
M021,L3,2026-02-09 01:00:00,Night,76.78,3.791,97.53,64.11,176.44,9,overdue,27,0.96,1.345
M021,L3,2026-02-09 02:00:00,Night,79.05,3.822,96.69,66.53,179.74,9,overdue,27,0.12,1.4
M021,L3,2026-02-09 03:00:00,Night,79.97,3.631,97.87,64.74,178.98,9,overdue,27,1.3,1.241
M021,L3,2026-02-09 04:00:00,Night,76.87,3.883,95.45,63.62,182.17,9,overdue,27,1.12,1.447
M021,L3,2026-02-09 05:00:00,Night,78.55,3.792,95.38,62.8,176.22,9,overdue,27,1.19,1.372
M021,L3,2026-02-09 06:00:00,Night,80.09,4.106,99.57,67.08,182.48,9,overdue,27,3.0,2.06
M021,L3,2026-02-09 07:00:00,Night,80.38,4.555,99.1,64.74,180.53,9,overdue,27,2.53,2.288
M021,L3,2026-02-09 08:00:00,Day,76.51,3.704,95.24,69.69,178.62,9,overdue,27,1.33,1.692
M021,L3,2026-02-09 09:00:00,Day,77.88,3.881,97.33,65.23,178.76,9,overdue,27,0.76,1.426
M021,L3,2026-02-09 10:00:00,Day,73.93,3.901,98.17,65.92,175.77,9,overdue,27,1.6,1.6
M021,L3,2026-02-09 11:00:00,Day,76.93,3.7,91.37,61.24,170.86,9,overdue,27,5.2,1.771
M021,L3,2026-02-09 12:00:00,Day,77.8,3.885,92.8,66.19,181.37,9,overdue,27,3.77,1.868
M021,L3,2026-02-09 13:00:00,Day,76.11,3.874,95.77,62.91,177.79,9,overdue,27,0.8,1.4
M021,L3,2026-02-09 14:00:00,Day,75.03,3.508,93.46,64.6,172.27,9,overdue,27,3.11,1.348
M021,L3,2026-02-09 15:00:00,Day,74.13,3.7,91.02,66.82,179.13,9,overdue,27,5.55,1.965
M021,L3,2026-02-09 16:00:00,Evening,74.44,4.129,96.48,62.37,179.74,9,overdue,27,0.09,1.545
M021,L3,2026-02-09 17:00:00,Evening,76.3,4.093,96.15,69.4,183.36,9,overdue,27,0.42,1.91
M021,L3,2026-02-09 18:00:00,Evening,76.03,3.887,92.38,66.49,177.23,9,overdue,27,4.19,1.943
M021,L3,2026-02-09 19:00:00,Evening,76.99,3.837,97.16,66.03,178.51,9,overdue,27,0.59,1.43
M021,L3,2026-02-09 20:00:00,Evening,73.53,3.698,94.8,67.61,174.84,9,overdue,27,1.77,1.573
M021,L3,2026-02-09 21:00:00,Evening,76.77,4.048,96.65,66.39,181.38,9,overdue,27,0.08,1.586
M021,L3,2026-02-09 22:00:00,Evening,76.27,4.03,94.2,63.35,176.96,9,overdue,27,2.37,1.729
M021,L3,2026-02-09 23:00:00,Evening,75.21,3.862,96.89,62.79,176.01,9,overdue,27,0.32,1.331
M021,L3,2026-02-10 00:00:00,Night,75.35,3.973,98.44,64.85,175.21,9,overdue,27,1.87,1.617
M021,L3,2026-02-10 01:00:00,Night,77.7,3.969,95.42,65.65,177.95,9,overdue,27,1.15,1.586
M021,L3,2026-02-10 02:00:00,Night,78.56,3.862,98.47,68.51,179.64,9,overdue,27,1.9,1.808
M021,L3,2026-02-10 03:00:00,Night,78.58,4.082,97.58,65.99,181.86,9,overdue,27,1.01,1.697
M021,L3,2026-02-10 04:00:00,Night,76.76,4.101,98.29,68.16,180.99,9,overdue,27,1.72,1.973
M021,L3,2026-02-10 05:00:00,Night,77.77,4.33,100.61,67.22,184.47,9,overdue,27,4.04,2.382
M021,L3,2026-02-10 06:00:00,Night,77.85,3.838,99.21,64.58,174.97,9,overdue,27,2.64,1.589
M021,L3,2026-02-10 07:00:00,Night,78.88,4.237,93.49,66.24,176.07,9,overdue,27,3.08,2.105
M021,L3,2026-02-10 08:00:00,Day,76.95,3.858,96.83,64.82,181.94,9,overdue,27,0.26,1.321
M021,L3,2026-02-10 09:00:00,Day,76.37,3.915,97.52,64.8,177.02,9,overdue,27,0.95,1.454
M021,L3,2026-02-10 10:00:00,Day,75.05,3.809,100.07,66.55,177.19,9,overdue,27,3.5,1.795
M021,L3,2026-02-10 11:00:00,Day,78.24,3.577,96.51,61.46,179.0,9,overdue,27,0.06,1.044
M021,L3,2026-02-10 12:00:00,Day,74.5,4.046,97.35,66.65,178.78,9,overdue,27,0.78,1.69
M021,L3,2026-02-10 13:00:00,Day,72.27,3.912,94.5,64.3,174.9,9,overdue,27,2.07,1.587
M021,L3,2026-02-10 14:00:00,Day,73.59,3.657,94.98,64.1,173.84,9,overdue,27,1.59,1.3
M021,L3,2026-02-10 15:00:00,Day,73.35,3.753,90.96,64.34,175.59,9,overdue,27,5.61,1.868
M021,L3,2026-02-10 16:00:00,Evening,73.2,4.001,92.76,65.67,181.17,9,overdue,27,3.81,1.936
M021,L3,2026-02-10 17:00:00,Evening,74.37,4.225,92.99,66.2,180.74,9,overdue,27,3.58,2.152
M021,L3,2026-02-10 18:00:00,Evening,73.39,3.987,93.81,66.31,178.46,9,overdue,27,2.76,1.848
M021,L3,2026-02-10 19:00:00,Evening,75.06,3.755,93.87,62.28,175.35,9,overdue,27,2.7,1.52
M021,L3,2026-02-10 20:00:00,Evening,75.5,4.257,90.16,66.76,183.11,9,overdue,27,6.41,2.563
M021,L3,2026-02-10 21:00:00,Evening,75.36,4.081,93.25,62.01,179.62,9,overdue,27,3.32,1.888
M021,L3,2026-02-10 22:00:00,Evening,75.91,4.06,90.78,64.93,175.16,9,overdue,27,5.79,2.167
M021,L3,2026-02-10 23:00:00,Evening,78.58,4.045,96.29,61.71,178.92,9,overdue,27,0.28,1.492
M021,L3,2026-02-11 00:00:00,Night,77.69,4.256,97.21,68.33,180.97,9,overdue,27,0.64,1.996
M021,L3,2026-02-11 01:00:00,Night,79.28,4.048,94.03,65.6,176.73,9,overdue,27,2.54,1.82
M021,L3,2026-02-11 02:00:00,Night,78.75,3.886,96.31,62.33,181.08,9,overdue,27,0.26,1.347
M021,L3,2026-02-11 03:00:00,Night,77.45,4.008,96.86,64.75,175.9,9,overdue,27,0.29,1.46
M021,L3,2026-02-11 04:00:00,Night,78.74,4.078,98.16,67.84,182.45,9,overdue,27,1.59,1.912
M021,L3,2026-02-11 05:00:00,Night,81.95,4.047,97.87,62.57,176.77,9,overdue,27,1.3,1.967
M021,L3,2026-02-11 06:00:00,Night,79.39,4.007,100.95,64.67,176.27,9,overdue,27,4.38,1.949
M021,L3,2026-02-11 07:00:00,Night,77.29,4.452,98.89,62.84,182.84,9,overdue,27,2.32,2.103
M021,L3,2026-02-11 08:00:00,Day,76.67,3.605,96.14,64.38,176.08,9,overdue,27,0.43,1.114
M021,L3,2026-02-11 09:00:00,Day,77.18,4.269,96.79,64.76,177.32,9,overdue,27,0.22,1.686
M021,L3,2026-02-11 10:00:00,Day,76.6,4.362,94.52,60.74,173.71,9,overdue,27,2.05,1.989
M021,L3,2026-02-11 11:00:00,Day,74.45,3.938,98.25,65.12,179.3,9,overdue,27,1.68,1.578
M021,L3,2026-02-11 12:00:00,Day,75.81,3.836,96.09,62.13,181.64,9,overdue,27,0.48,1.328
M021,L3,2026-02-11 13:00:00,Day,75.02,3.815,93.63,64.69,178.25,9,overdue,27,2.94,1.603
M021,L3,2026-02-11 14:00:00,Day,75.04,3.908,93.46,64.92,182.45,9,overdue,27,3.11,1.709
M021,L3,2026-02-11 15:00:00,Day,74.02,4.107,93.37,64.65,180.38,9,overdue,27,3.2,1.899
M021,L3,2026-02-11 16:00:00,Evening,71.76,4.117,92.03,64.66,177.98,9,overdue,27,4.54,2.068
M021,L3,2026-02-11 17:00:00,Evening,76.83,4.012,93.98,62.55,174.05,9,overdue,27,2.59,1.739
M021,L3,2026-02-11 18:00:00,Evening,75.29,4.094,95.37,65.58,177.02,9,overdue,27,1.2,1.698
M021,L3,2026-02-11 19:00:00,Evening,75.17,3.88,91.66,63.26,172.98,9,overdue,27,4.91,1.899
M021,L3,2026-02-11 20:00:00,Evening,73.78,3.682,95.02,61.98,173.01,9,overdue,27,1.55,1.317
M021,L3,2026-02-11 21:00:00,Evening,74.6,4.081,94.44,65.17,173.95,9,overdue,27,2.13,1.765
M021,L3,2026-02-11 22:00:00,Evening,76.01,3.89,92.64,64.08,175.5,9,overdue,27,3.93,1.791
M021,L3,2026-02-11 23:00:00,Evening,73.09,4.07,92.19,67.94,174.9,9,overdue,27,4.38,2.248
M021,L3,2026-02-12 00:00:00,Night,78.67,4.029,99.13,61.26,179.27,9,overdue,27,2.56,1.751
M021,L3,2026-02-12 01:00:00,Night,79.38,4.036,98.57,62.61,178.55,9,overdue,27,2.0,1.69
M021,L3,2026-02-12 02:00:00,Night,77.24,4.042,98.36,64.14,176.47,9,overdue,27,1.79,1.67
M021,L3,2026-02-12 03:00:00,Night,78.06,4.001,97.22,66.0,179.6,9,overdue,27,0.65,1.582
M021,L3,2026-02-12 04:00:00,Night,80.03,4.066,93.9,64.51,180.87,9,overdue,27,2.67,1.802
M021,L3,2026-02-12 05:00:00,Night,82.02,3.582,97.52,66.42,178.34,9,overdue,27,0.95,1.638
M021,L3,2026-02-12 06:00:00,Night,76.86,4.0,98.4,65.86,173.53,9,overdue,27,1.83,1.711
M021,L3,2026-02-12 07:00:00,Night,80.02,4.207,98.03,62.98,182.2,9,overdue,27,1.46,1.783
M021,L3,2026-02-12 08:00:00,Day,76.61,3.95,98.23,66.2,178.95,9,overdue,27,1.66,1.673
M021,L3,2026-02-12 09:00:00,Day,76.95,3.911,95.06,61.91,178.0,9,overdue,27,1.51,1.518
M021,L3,2026-02-12 10:00:00,Day,76.51,3.932,98.55,64.48,179.98,9,overdue,27,1.98,1.594
M021,L3,2026-02-12 11:00:00,Day,74.88,4.266,100.23,66.75,182.94,9,overdue,27,3.66,2.241
M021,L3,2026-02-12 12:00:00,Day,75.71,4.123,95.08,67.35,176.26,9,overdue,27,1.49,1.9
M021,L3,2026-02-12 13:00:00,Day,73.96,4.169,94.09,65.04,173.69,9,overdue,27,2.48,1.876
M021,L3,2026-02-12 14:00:00,Day,75.35,3.751,92.91,63.62,174.69,9,overdue,27,3.66,1.632
M021,L3,2026-02-12 15:00:00,Day,74.46,3.887,91.69,66.12,176.47,9,overdue,27,4.88,1.996
M021,L3,2026-02-12 16:00:00,Evening,75.31,4.251,92.14,66.66,178.01,9,overdue,27,4.43,2.313
M021,L3,2026-02-12 17:00:00,Evening,76.03,3.756,93.94,61.63,174.13,9,overdue,27,2.63,1.514
M021,L3,2026-02-12 18:00:00,Evening,73.84,4.067,93.42,65.25,179.3,9,overdue,27,3.15,1.881
M021,L3,2026-02-12 19:00:00,Evening,74.76,4.309,91.27,64.3,178.62,9,overdue,27,5.3,2.331
M021,L3,2026-02-12 20:00:00,Evening,75.95,4.063,93.43,64.97,178.67,9,overdue,27,3.14,1.854
M021,L3,2026-02-12 21:00:00,Evening,75.94,4.005,93.94,63.93,178.55,9,overdue,27,2.63,1.737
M021,L3,2026-02-12 22:00:00,Evening,76.91,3.697,96.34,65.02,177.45,9,overdue,27,0.23,1.18
M021,L3,2026-02-12 23:00:00,Evening,77.46,4.213,94.1,67.13,180.9,9,overdue,27,2.47,2.082
M021,L3,2026-02-13 00:00:00,Night,75.88,3.935,97.23,64.99,173.83,9,overdue,27,0.66,1.444
M021,L3,2026-02-13 01:00:00,Night,80.06,4.296,97.69,64.34,181.69,9,overdue,27,1.12,1.83
M021,L3,2026-02-13 02:00:00,Night,76.1,3.799,96.6,64.67,177.63,9,overdue,27,0.03,1.24
M021,L3,2026-02-13 03:00:00,Night,75.12,4.101,93.07,65.85,173.5,9,overdue,27,3.5,2.002
M021,L3,2026-02-13 04:00:00,Night,80.6,4.172,98.67,64.99,181.62,9,overdue,27,2.1,1.937
M021,L3,2026-02-13 05:00:00,Night,80.72,3.762,94.3,66.95,178.34,9,overdue,27,2.27,1.765
M021,L3,2026-02-13 06:00:00,Night,78.69,4.199,100.79,66.31,183.1,9,overdue,27,4.22,2.214
M021,L3,2026-02-13 07:00:00,Night,79.59,3.919,99.67,60.54,178.98,9,overdue,27,3.1,1.716
M021,L3,2026-02-13 08:00:00,Day,76.44,4.089,97.22,62.12,177.84,9,overdue,27,0.65,1.575
M021,L3,2026-02-13 09:00:00,Day,77.42,3.804,98.68,65.4,177.03,9,overdue,27,2.11,1.532
M021,L3,2026-02-13 10:00:00,Day,77.06,3.952,96.16,65.35,177.74,9,overdue,27,0.41,1.456
M021,L3,2026-02-13 11:00:00,Day,75.33,3.71,96.85,63.69,177.52,9,overdue,27,0.28,1.19
